id,title,repo,suggested_files,context_summary,acceptance_hints,blocker_reason
T-I05-005,Pen test checklist pré-release,guardiao-familia-api,guardiao-familia-api/infra/terraform/waf;guardiao-familia-api/infra/secrets;guardiao-familia-api/src/config;guardiao-familia-api/test;guardiao-familia-api/tests;guardiao-familia-api/__tests__;guardiao-familia-api/e2e;guardiao-familia-api/eas.json,"**Objetivo:** Pen test checklist pré-release **Épico:** E-I05 Segurança, secrets e WAF · **Trilha:** infraestrutura · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `todo` · **Release blocker** **Motivo blocker:** Checklist segurança pré-release exigido pela política O2. **Refinamento:** AWS, CI/CD, banco, observabilidade — priorizar IaC e runbooks.",Critério bloqueante release — exigir review + testes antes merge.,Checklist segurança pré-release exigido pela política O2.
T-P02-007,Histórico trajetos parent UI paginado,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox,"**Objetivo:** Histórico trajetos parent UI paginado **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `7d4995d` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P02-010,Testes integração ping batch location,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox;guardiao-familia-api/test;guardiao-familia-api/tests;guardiao-familia-api/__tests__;guardiao-familia-api/e2e;guardiao-familia-api/components/map,"**Objetivo:** Testes integração ping batch location **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.",Cobertura reproduzível em CI; documentar comando de execução.,
T-P02-012,Fallback quando GPS desligado child,guardiao-familia-api,guardiao-familia-api/src/location;guardiao-familia-api/src/maps;guardiao-familia-api/src/modules/mapbox;guardiao-familia-api/components/map;guardiao-familia-api/services/location,"**Objetivo:** Fallback quando GPS desligado child **Épico:** E-P02 Localização e rotas Mapbox · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 4** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P05-005,Configurar APNs production certificates,guardiao-familia-parent,guardiao-familia-parent/src/notifications;guardiao-familia-parent/src/devices;guardiao-familia-parent/assets/sounds;guardiao-familia-parent/app.config.js;guardiao-familia-parent/services/push,"**Objetivo:** Configurar APNs production certificates **Épico:** E-P05 Push notifications nativas · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 3** · Repo `guardiao-familia-parent` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P05-006,Configurar FCM data messages SOS,guardiao-familia-parent,guardiao-familia-parent/src/notifications;guardiao-familia-parent/src/devices;guardiao-familia-parent/assets/sounds;guardiao-familia-parent/app.config.js;guardiao-familia-parent/services/push;guardiao-familia-parent/src/sos;guardiao-familia-parent/src/escalation;guardiao-familia-parent/components/sos,"**Objetivo:** Configurar FCM data messages SOS **Épico:** E-P05 Push notifications nativas · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 3** · Repo `guardiao-familia-parent` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P04-003,Parent histórico SOS error handling,guardiao-familia-api,guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/src/notifications;guardiao-familia-api/src/storage;guardiao-familia-api/components/sos,"**Objetivo:** Parent histórico SOS error handling **Épico:** E-P04 SOS e emergência · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 5** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `f339651` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P04-004,Child trigger SOS UI discreto,guardiao-familia-api,guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/src/notifications;guardiao-familia-api/src/storage;guardiao-familia-api/components/sos,"**Objetivo:** Child trigger SOS UI discreto **Épico:** E-P04 SOS e emergência · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 5** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P04-007,Escalation rules SOS sem ack,guardiao-familia-api,guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/src/notifications;guardiao-familia-api/src/storage;guardiao-familia-api/components/sos,"**Objetivo:** Escalation rules SOS sem ack **Épico:** E-P04 SOS e emergência · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 5** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P04-008,Backoffice visualizar áudio SOS,guardiao-familia-api,guardiao-familia-api/src/sos;guardiao-familia-api/src/escalation;guardiao-familia-api/src/notifications;guardiao-familia-api/src/storage;guardiao-familia-api/components/sos;guardiao-familia-api/app/admin;guardiao-familia-api/components/admin;guardiao-familia-api/pages,"**Objetivo:** Backoffice visualizar áudio SOS **Épico:** E-P04 SOS e emergência · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 5** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `b870fd6` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P03-002,Melhorar delivery alerta geofence push,guardiao-familia-api,guardiao-familia-api/src/geofences;guardiao-familia-api/src/notifications;guardiao-familia-api/src/location;guardiao-familia-api/src/devices;guardiao-familia-api/services/push;guardiao-familia-api/components/geofence;guardiao-familia-api/src/monitoring;guardiao-familia-api/sentry.config.js,"**Objetivo:** Melhorar delivery alerta geofence push **Épico:** E-P03 Geofences e alertas · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Evidência código:** commit `18d2dbf` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-P03-003,Parent UI criar/editar cerca circular,guardiao-familia-api,guardiao-familia-api/src/geofences;guardiao-familia-api/src/notifications;guardiao-familia-api/src/location;guardiao-familia-api/components/geofence,"**Objetivo:** Parent UI criar/editar cerca circular **Épico:** E-P03 Geofences e alertas · **Trilha:** produto · **OKR O1** — Confiabilidade em tempo real: localização, SOS, push e geofences para pais. **Sprint 6** · Repo `guardiao-familia-api` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S01-001,App Store Connect metadata parent PT,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/ios;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/apple-parent;guardiao-familia-parent/docs/store;guardiao-familia-parent/fastlane,"**Objetivo:** App Store Connect metadata parent PT **Épico:** E-S01 Apple App Store parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-parent` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S01-003,Privacy nutrition labels parent,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/ios;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/apple-parent,"**Objetivo:** Privacy nutrition labels parent **Épico:** E-S01 Apple App Store parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-parent` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S01-004,TestFlight external beta 50 users,guardiao-familia-parent,guardiao-familia-parent/app.config.js;guardiao-familia-parent/ios;guardiao-familia-parent/eas.json;guardiao-familia-parent/docs/store/apple-parent;guardiao-familia-parent/test;guardiao-familia-parent/tests;guardiao-familia-parent/__tests__;guardiao-familia-parent/e2e,"**Objetivo:** TestFlight external beta 50 users **Épico:** E-S01 Apple App Store parent · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-parent` · Baseline `partial` **Evidência código:** commit `c1bb681` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S02-001,Metadata child PT minors,guardiao-familia-child,guardiao-familia-child/app.config.js;guardiao-familia-child/ios;guardiao-familia-child/eas.json;guardiao-familia-child/docs/store/apple-child,"**Objetivo:** Metadata child PT minors **Épico:** E-S02 Apple App Store child · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-child` · Baseline `partial` **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S02-003,Parental gate App Store,guardiao-familia-child,guardiao-familia-child/app.config.js;guardiao-familia-child/ios;guardiao-familia-child/eas.json;guardiao-familia-child/docs/store/apple-child;guardiao-familia-child/docs/store;guardiao-familia-child/fastlane,"**Objetivo:** Parental gate App Store **Épico:** E-S02 Apple App Store child · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-child` · Baseline `partial` **Evidência código:** commit `f26520e` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
T-S02-004,TestFlight child beta,guardiao-familia-child,guardiao-familia-child/app.config.js;guardiao-familia-child/ios;guardiao-familia-child/eas.json;guardiao-familia-child/docs/store/apple-child;guardiao-familia-child/test;guardiao-familia-child/tests;guardiao-familia-child/__tests__;guardiao-familia-child/e2e,"**Objetivo:** TestFlight child beta **Épico:** E-S02 Apple App Store child · **Trilha:** stores · **OKR O2** — Fundação produção: infra AWS, compliance, stores e operação. **Sprint 11** · Repo `guardiao-familia-child` · Baseline `partial` **Evidência código:** commit `badaa4e` — revisar diff como ponto de partida. **Refinamento:** implementação parcial existente — completar gaps e testes.","PR com estrategia, arquivos alterados e duvidas (template 10-agents).",
